iShares Russell 2000 ETF
Fund Holdings as of,"Sep 11, 2025"
Inception Date,"May 22, 2000"
Shares Outstanding,"283,300,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"IMNM","IMMUNOME INC","Health Care","Equity","17,714,003.12","0.03","17,714,003.12","1,829,959.00","9.68","United States","NASDAQ","USD","1.00","USD","-"
"GOGO","GOGO INC","Communication","Equity","17,704,908.48","0.03","17,704,908.48","1,708,968.00","10.36","United States","NASDAQ","USD","1.00","USD","-"
"HSTM","HEALTHSTREAM INC","Health Care","Equity","17,687,684.16","0.03","17,687,684.16","605,328.00","29.22","United States","NASDAQ","USD","1.00","USD","-"
"RC","READY CAPITAL CORP","Financials","Equity","17,673,773.75","0.03","17,673,773.75","4,158,535.00","4.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TR","TOOTSIE ROLL INDUSTRIES INC","Consumer Staples","Equity","17,619,809.76","0.03","17,619,809.76","441,378.00","39.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GNK","GENCO SHIPPING AND TRADING LTD","Industrials","Equity","17,596,288.32","0.03","17,596,288.32","990,782.00","17.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LFST","LIFESTANCE HEALTH GROUP INC","Health Care","Equity","17,597,478.72","0.03","17,597,478.72","3,295,408.00","5.34","United States","NASDAQ","USD","1.00","USD","-"
"URGN","UROGEN PHARMA LTD","Health Care","Equity","17,564,008.00","0.03","17,564,008.00","912,416.00","19.25","United States","NASDAQ","USD","1.00","USD","-"
"MYGN","MYRIAD GENETICS INC","Health Care","Equity","17,554,168.32","0.03","17,554,168.32","2,285,699.00","7.68","United States","NASDAQ","USD","1.00","USD","-"
"EQBK","EQUITY BANCSHARES INC CLASS A","Financials","Equity","17,534,402.16","0.03","17,534,402.16","418,682.00","41.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPF","CENTRAL PACIFIC FINANCIAL CORP","Financials","Equity","17,512,067.64","0.03","17,512,067.64","566,367.00","30.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFBC","PREFERRED BANK","Financials","Equity","17,498,422.56","0.03","17,498,422.56","185,051.00","94.56","United States","NASDAQ","USD","1.00","USD","-"
"SNCY","SUN COUNTRY AIRLINES HOLDINGS INC","Industrials","Equity","17,452,930.95","0.02","17,452,930.95","1,278,603.00","13.65","United States","NASDAQ","USD","1.00","USD","-"
"THFF","FIRST FINANCIAL CORPORATION CORP","Financials","Equity","17,434,788.00","0.02","17,434,788.00","296,510.00","58.80","United States","NASDAQ","USD","1.00","USD","-"
"PRAX","PRAXIS PRECISION MEDICINES INC","Health Care","Equity","17,426,438.82","0.02","17,426,438.82","442,071.00","39.42","United States","NASDAQ","USD","1.00","USD","-"
"KURA","KURA ONCOLOGY INC","Health Care","Equity","17,400,384.88","0.02","17,400,384.88","1,971,715.00","8.82","United States","NASDAQ","USD","1.00","USD","-"
"TRNS","TRANSCAT INC","Industrials","Equity","17,372,271.96","0.02","17,372,271.96","227,356.00","76.41","United States","NASDAQ","USD","1.00","USD","-"
"ETD","ETHAN ALLEN INTERIORS INC","Consumer Discretionary","Equity","17,355,295.92","0.02","17,355,295.92","586,724.00","29.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RBCAA","REPUBLIC BANCORP INC CLASS A","Financials","Equity","17,339,439.81","0.02","17,339,439.81","224,983.00","77.07","United States","NASDAQ","USD","1.00","USD","-"
"BJRI","BJS RESTAURANTS INC","Consumer Discretionary","Equity","17,328,650.56","0.02","17,328,650.56","535,496.00","32.36","United States","NASDAQ","USD","1.00","USD","-"
"UFCS","UNITED FIRE GROUP INC","Financials","Equity","17,300,326.96","0.02","17,300,326.96","539,287.00","32.08","United States","NASDAQ","USD","1.00","USD","-"
"BFST","BUSINESS FIRST BANCSHARES INC","Financials","Equity","17,263,451.72","0.02","17,263,451.72","695,546.00","24.82","United States","NASDAQ","USD","1.00","USD","-"
"PRAA","PRA GROUP INC","Financials","Equity","17,214,573.16","0.02","17,214,573.16","993,913.00","17.32","United States","NASDAQ","USD","1.00","USD","-"
"NRIX","NURIX THERAPEUTICS INC","Health Care","Equity","17,181,892.40","0.02","17,181,892.40","1,867,597.00","9.20","United States","NASDAQ","USD","1.00","USD","-"
"SHEN","SHENANDOAH TELECOMMUNICATIONS","Communication","Equity","17,107,422.90","0.02","17,107,422.90","1,248,717.00","13.70","United States","NASDAQ","USD","1.00","USD","-"
"HTB","HOMETRUST BANCSHARES INC","Financials","Equity","17,075,457.36","0.02","17,075,457.36","412,152.00","41.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BORR","BORR DRILLING LTD","Energy","Equity","17,035,138.35","0.02","17,035,138.35","5,548,905.00","3.07","Norway","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UVE","UNIVERSAL INSURANCE HOLDINGS INC","Financials","Equity","17,003,385.00","0.02","17,003,385.00","662,900.00","25.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMAL","AMALGAMATED FINANCIAL CORP","Financials","Equity","16,982,335.28","0.02","16,982,335.28","588,031.00","28.88","United States","NASDAQ","USD","1.00","USD","-"
"SABR","SABRE CORP","Consumer Discretionary","Equity","16,974,095.12","0.02","16,974,095.12","9,028,774.00","1.88","United States","NASDAQ","USD","1.00","USD","-"
"CAC","CAMDEN NATIONAL CORP","Financials","Equity","16,889,481.72","0.02","16,889,481.72","415,179.00","40.68","United States","NASDAQ","USD","1.00","USD","-"
"PRO","PROS HOLDINGS INC","Information Technology","Equity","16,833,447.36","0.02","16,833,447.36","1,087,432.00","15.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRTX","TPG RE FINANCE TRUST INC","Financials","Equity","16,808,616.66","0.02","16,808,616.66","1,782,462.00","9.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVER","EVERQUOTE INC CLASS A","Communication","Equity","16,765,375.92","0.02","16,765,375.92","678,211.00","24.72","United States","NASDAQ","USD","1.00","USD","-"
"MATV","MATIV HOLDINGS INC","Materials","Equity","16,723,390.56","0.02","16,723,390.56","1,344,324.00","12.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NBBK","NB BANCORP INC","Financials","Equity","16,706,737.50","0.02","16,706,737.50","891,026.00","18.75","United States","NASDAQ","USD","1.00","USD","-"
"ALNT","ALLIENT INC","Industrials","Equity","16,677,060.66","0.02","16,677,060.66","358,878.00","46.47","United States","NASDAQ","USD","1.00","USD","-"
"IAS","INTEGRAL AD SCIENCE HOLDING CORP","Communication","Equity","16,622,388.42","0.02","16,622,388.42","1,912,818.00","8.69","United States","NASDAQ","USD","1.00","USD","-"
"RIGL","RIGEL PHARMACEUTICALS INC","Health Care","Equity","16,613,645.24","0.02","16,613,645.24","439,282.00","37.82","United States","NASDAQ","USD","1.00","USD","-"
"CCBG","CAPITAL CITY BANK INC","Financials","Equity","16,597,517.49","0.02","16,597,517.49","379,719.00","43.71","United States","NASDAQ","USD","1.00","USD","-"
"CPS","COOPER STANDARD HOLDINGS INC","Consumer Discretionary","Equity","16,598,264.38","0.02","16,598,264.38","424,834.00","39.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTSR","METSERA INC","Health Care","Equity","16,558,854.25","0.02","16,558,854.25","444,533.00","37.25","United States","NASDAQ","USD","1.00","USD","-"
"HIPO","HIPPO HOLDINGS INC","Financials","Equity","16,559,880.24","0.02","16,559,880.24","447,081.00","37.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ODC","OIL DRI CORPORATION OF AMERICA","Consumer Staples","Equity","16,534,606.48","0.02","16,534,606.48","249,466.00","66.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GOSS","GOSSAMER BIO INC","Health Care","Equity","16,521,669.54","0.02","16,521,669.54","4,775,049.00","3.46","United States","NASDAQ","USD","1.00","USD","-"
"MRTN","MARTEN TRANSPORT LTD","Industrials","Equity","16,394,612.52","0.02","16,394,612.52","1,370,787.00","11.96","United States","NASDAQ","USD","1.00","USD","-"
"AIOT","POWERFLEET INC","Information Technology","Equity","16,374,381.68","0.02","16,374,381.68","3,124,882.00","5.24","United States","NASDAQ","USD","1.00","USD","-"
"NAT","NORDIC AMERICAN TANKERS LTD","Energy","Equity","16,327,472.97","0.02","16,327,472.97","4,993,111.00","3.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INVX","INNOVEX INTERNATIONAL INC","Energy","Equity","16,320,000.51","0.02","16,320,000.51","969,697.00","16.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BXC","BLUELINX HOLDINGS INC","Industrials","Equity","16,316,428.59","0.02","16,316,428.59","197,703.00","82.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SXC","SUNCOKE ENERGY INC","Materials","Equity","16,268,996.94","0.02","16,268,996.94","2,093,822.00","7.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CBL","CBL ASSOCIATES PROPERTIES INC","Real Estate","Equity","16,192,247.50","0.02","16,192,247.50","498,223.00","32.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSTL","CASTLE BIOSCIENCES INC","Health Care","Equity","16,174,749.50","0.02","16,174,749.50","710,978.00","22.75","United States","NASDAQ","USD","1.00","USD","-"
"MLNK","MERIDIANLINK INC","Information Technology","Equity","16,169,189.07","0.02","16,169,189.07","811,299.00","19.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIGS","FIGS INC CLASS A","Consumer Discretionary","Equity","16,137,650.10","0.02","16,137,650.10","2,210,637.00","7.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MBUU","MALIBU BOATS CLASS A INC","Consumer Discretionary","Equity","16,066,908.60","0.02","16,066,908.60","474,510.00","33.86","United States","NASDAQ","USD","1.00","USD","-"
"STGW","STAGWELL INC CLASS A","Communication","Equity","16,032,197.84","0.02","16,032,197.84","2,878,312.00","5.57","United States","NASDAQ","USD","1.00","USD","-"
"ORRF","ORRSTOWN FINANCIAL SERVICES INC","Financials","Equity","15,957,512.16","0.02","15,957,512.16","451,032.00","35.38","United States","NASDAQ","USD","1.00","USD","-"
"ELVN","ENLIVEN THERAPEUTICS INC","Health Care","Equity","15,923,410.56","0.02","15,923,410.56","799,368.00","19.92","United States","NASDAQ","USD","1.00","USD","-"
"CMP","COMPASS MINERALS INTERNATIONAL INC","Materials","Equity","15,918,565.50","0.02","15,918,565.50","860,463.00","18.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INN","SUMMIT HOTEL PROPERTIES REIT INC","Real Estate","Equity","15,895,518.50","0.02","15,895,518.50","2,764,438.00","5.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTUS","METALLUS INC","Materials","Equity","15,885,876.72","0.02","15,885,876.72","935,564.00","16.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATUS","ALTICE USA INC CLASS A","Communication","Equity","15,888,251.25","0.02","15,888,251.25","6,538,375.00","2.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPRE","GREEN PLAINS INC","Energy","Equity","15,808,192.18","0.02","15,808,192.18","1,618,034.00","9.77","United States","NASDAQ","USD","1.00","USD","-"
"PGEN","PRECIGEN INC","Health Care","Equity","15,805,907.28","0.02","15,805,907.28","3,817,852.00","4.14","United States","NASDAQ","USD","1.00","USD","-"
"LQDT","LIQUIDITY SERVICES INC","Industrials","Equity","15,768,648.50","0.02","15,768,648.50","578,666.00","27.25","United States","NASDAQ","USD","1.00","USD","-"
"FCBC","FIRST COMMUNITY BANKSHARES INC","Financials","Equity","15,737,446.50","0.02","15,737,446.50","416,886.00","37.75","United States","NASDAQ","USD","1.00","USD","-"
"HTBK","HERITAGE COMMERCE CORP","Financials","Equity","15,705,141.30","0.02","15,705,141.30","1,524,771.00","10.30","United States","NASDAQ","USD","1.00","USD","-"
"PDFS","PDF SOLUTIONS INC","Information Technology","Equity","15,645,736.14","0.02","15,645,736.14","783,462.00","19.97","United States","NASDAQ","USD","1.00","USD","-"
"PLAY","DAVE AND BUSTERS ENTERTAINMENT INC","Consumer Discretionary","Equity","15,634,353.07","0.02","15,634,353.07","678,869.00","23.03","United States","NASDAQ","USD","1.00","USD","-"
"UPB","UPSTREAM BIO INC","Health Care","Equity","15,638,407.68","0.02","15,638,407.68","872,679.00","17.92","United States","NASDAQ","USD","1.00","USD","-"
"SFIX","STITCH FIX INC CLASS A","Consumer Discretionary","Equity","15,587,053.40","0.02","15,587,053.40","2,687,423.00","5.80","United States","NASDAQ","USD","1.00","USD","-"
"WSR","WHITESTONE REIT","Real Estate","Equity","15,591,139.72","0.02","15,591,139.72","1,187,444.00","13.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APEI","AMERICAN PUBLIC EDUCATION INC","Consumer Discretionary","Equity","15,463,552.37","0.02","15,463,552.37","437,689.00","35.33","United States","NASDAQ","USD","1.00","USD","-"
"SIBN","SI BONE INC","Health Care","Equity","15,434,444.16","0.02","15,434,444.16","945,738.00","16.32","United States","NASDAQ","USD","1.00","USD","-"
"PSIX","POWER SOLUTIONS INTERNATIONAL INC","Industrials","Equity","15,424,448.87","0.02","15,424,448.87","163,075.00","94.58","United States","NASDAQ","USD","1.00","USD","-"
"ADAM","ADAMAS INC TRUST","Financials","Equity","15,375,117.40","0.02","15,375,117.40","2,123,635.00","7.24","United States","NASDAQ","USD","1.00","USD","-"
"TTI","TETRA TECHNOLOGIES INC","Energy","Equity","15,378,889.05","0.02","15,378,889.05","3,184,035.00","4.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IOVA","IOVANCE BIOTHERAPEUTICS INC","Health Care","Equity","15,379,692.90","0.02","15,379,692.90","6,355,245.00","2.42","United States","NASDAQ","USD","1.00","USD","-"
"LYTS","LSI INDUSTRIES INC","Industrials","Equity","15,367,087.05","0.02","15,367,087.05","671,345.00","22.89","United States","NASDAQ","USD","1.00","USD","-"
"RYI","RYERSON HOLDING CORP","Materials","Equity","15,285,897.48","0.02","15,285,897.48","676,068.00","22.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GCI","GANNETT CO INC","Communication","Equity","15,242,181.39","0.02","15,242,181.39","3,536,469.00","4.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MYE","MYERS INDUSTRIES INC","Materials","Equity","15,148,667.40","0.02","15,148,667.40","926,524.00","16.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STKL","SUNOPTA INC","Consumer Staples","Equity","15,139,124.10","0.02","15,139,124.10","2,369,190.00","6.39","Canada","NASDAQ","USD","1.00","USD","-"
"CSV","CARRIAGE SERVICES INC","Consumer Discretionary","Equity","15,141,371.58","0.02","15,141,371.58","354,267.00","42.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RZLV","REZOLVE AI PLC","Information Technology","Equity","15,127,339.15","0.02","15,127,339.15","2,227,885.00","6.79","United Kingdom","NASDAQ","USD","1.00","USD","-"
"IRMD","IRADIMED CORP","Health Care","Equity","15,064,109.83","0.02","15,064,109.83","202,829.00","74.27","United States","NASDAQ","USD","1.00","USD","-"
"NABL","N ABLE INC","Information Technology","Equity","15,050,751.30","0.02","15,050,751.30","1,781,154.00","8.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TIPT","TIPTREE INC","Financials","Equity","15,039,335.76","0.02","15,039,335.76","609,744.00","24.66","United States","NASDAQ","USD","1.00","USD","-"
"ACEL","ACCEL ENTERTAINMENT INC CLASS A","Consumer Discretionary","Equity","15,006,697.80","0.02","15,006,697.80","1,316,377.00","11.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCBS","METROCITY BANKSHARES INC","Financials","Equity","15,008,859.63","0.02","15,008,859.63","512,073.00","29.31","United States","NASDAQ","USD","1.00","USD","-"
"EGBN","EAGLE BANCORP INC","Financials","Equity","14,998,020.44","0.02","14,998,020.44","730,186.00","20.54","United States","NASDAQ","USD","1.00","USD","-"
"MPB","MID PENN BANCORP INC","Financials","Equity","14,996,351.46","0.02","14,996,351.46","496,897.00","30.18","United States","NASDAQ","USD","1.00","USD","-"
"MOFG","MIDWESTONE FINANCIAL GROUP INC","Financials","Equity","14,951,985.18","0.02","14,951,985.18","508,398.00","29.41","United States","NASDAQ","USD","1.00","USD","-"
"GOOD","GLADSTONE COMMERCIAL REIT CORP","Real Estate","Equity","14,900,215.10","0.02","14,900,215.10","1,137,421.00","13.10","United States","NASDAQ","USD","1.00","USD","-"
"XNCR","XENCOR INC","Health Care","Equity","14,880,312.50","0.02","14,880,312.50","1,750,625.00","8.50","United States","NASDAQ","USD","1.00","USD","-"
"GCMG","GCM GROSVENOR INC CLASS A","Financials","Equity","14,874,337.60","0.02","14,874,337.60","1,157,536.00","12.85","United States","NASDAQ","USD","1.00","USD","-"
"SCHL","SCHOLASTIC CORP","Communication","Equity","14,858,222.46","0.02","14,858,222.46","542,667.00","27.38","United States","NASDAQ","USD","1.00","USD","-"
"CASS","CASS INFORMATION SYSTEMS INC","Financials","Equity","14,863,342.08","0.02","14,863,342.08","341,529.00","43.52","United States","NASDAQ","USD","1.00","USD","-"
"IBRX","IMMUNITYBIO INC","Health Care","Equity","14,863,704.38","0.02","14,863,704.38","5,738,882.00","2.59","United States","NASDAQ","USD","1.00","USD","-"
"SMBK","SMARTFINANCIAL INC","Financials","Equity","14,831,606.01","0.02","14,831,606.01","396,461.00","37.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOMO","DOMO INC CLASS B","Information Technology","Equity","14,834,827.38","0.02","14,834,827.38","879,883.00","16.86","United States","NASDAQ","USD","1.00","USD","-"
"AHH","ARMADA HOFFLER PROPERTIES REIT INC","Real Estate","Equity","14,825,227.60","0.02","14,825,227.60","1,995,320.00","7.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVO","MISSION PRODUCE INC","Consumer Staples","Equity","14,825,234.20","0.02","14,825,234.20","1,216,180.00","12.19","United States","NASDAQ","USD","1.00","USD","-"
"FSBC","FIVE STAR BANCORP","Financials","Equity","14,812,132.80","0.02","14,812,132.80","450,080.00","32.91","United States","NASDAQ","USD","1.00","USD","-"
"NBR","NABORS INDUSTRIES LTD","Energy","Equity","14,788,427.50","0.02","14,788,427.50","347,963.00","42.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMBC","SOUTHERN MISSOURI BANCORP INC","Financials","Equity","14,789,729.10","0.02","14,789,729.10","261,395.00","56.58","United States","NASDAQ","USD","1.00","USD","-"
"WRLD","WORLD ACCEPTANCE CORP","Financials","Equity","14,778,705.00","0.02","14,778,705.00","87,190.00","169.50","United States","NASDAQ","USD","1.00","USD","-"
"ODP","ODP CORP","Consumer Discretionary","Equity","14,779,005.00","0.02","14,779,005.00","693,850.00","21.30","United States","NASDAQ","USD","1.00","USD","-"
"CLB","CORE LABORATORIES INC","Energy","Equity","14,766,948.35","0.02","14,766,948.35","1,165,505.00","12.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TROX","TRONOX HOLDINGS PLC","Materials","Equity","14,708,420.00","0.02","14,708,420.00","2,941,684.00","5.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GRPN","GROUPON INC","Consumer Discretionary","Equity","14,684,275.47","0.02","14,684,275.47","624,597.00","23.51","United States","NASDAQ","USD","1.00","USD","-"
"OFIX","ORTHOFIX MEDICAL INC","Health Care","Equity","14,647,500.00","0.02","14,647,500.00","976,500.00","15.00","United States","NASDAQ","USD","1.00","USD","-"
"LINC","LINCOLN EDUCATIONAL SERVICES CORP","Consumer Discretionary","Equity","14,638,628.40","0.02","14,638,628.40","735,240.00","19.91","United States","NASDAQ","USD","1.00","USD","-"
"FMNB","FARMERS NATIONAL BANC CORP","Financials","Equity","14,622,570.06","0.02","14,622,570.06","966,462.00","15.13","United States","NASDAQ","USD","1.00","USD","-"
"BBBY","BED BATH AND BEYOND INC","Consumer Discretionary","Equity","14,606,661.86","0.02","14,606,661.86","1,381,898.00","10.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NPK","NATIONAL PRESTO INDUSTRIES INC","Industrials","Equity","14,568,860.32","0.02","14,568,860.32","128,632.00","113.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTLP","CANTALOUPE INC","Financials","Equity","14,538,355.20","0.02","14,538,355.20","1,346,144.00","10.80","United States","NASDAQ","USD","1.00","USD","-"
"RGR","STURM RUGER INC","Consumer Discretionary","Equity","14,536,434.60","0.02","14,536,434.60","391,185.00","37.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ICHR","ICHOR HOLDINGS LTD","Information Technology","Equity","14,520,630.60","0.02","14,520,630.60","846,684.00","17.15","United States","NASDAQ","USD","1.00","USD","-"
"BWMN","BOWMAN CONSULTING GROUP LTD","Industrials","Equity","14,490,647.44","0.02","14,490,647.44","348,836.00","41.54","United States","NASDAQ","USD","1.00","USD","-"
"NUS","NU SKIN ENTERPRISES INC CLASS A","Consumer Staples","Equity","14,436,337.50","0.02","14,436,337.50","1,233,875.00","11.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GSBC","GREAT SOUTHERN BANCORP INC","Financials","Equity","14,405,285.74","0.02","14,405,285.74","226,427.00","63.62","United States","NASDAQ","USD","1.00","USD","-"
"BLMN","BLOOMIN BRANDS INC","Consumer Discretionary","Equity","14,407,737.56","0.02","14,407,737.56","2,082,043.00","6.92","United States","NASDAQ","USD","1.00","USD","-"
"OEC","ORION SA","Materials","Equity","14,391,646.28","0.02","14,391,646.28","1,391,842.00","10.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PX","P10 INC CLASS A","Financials","Equity","14,336,322.83","0.02","14,336,322.83","1,158,959.00","12.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HELE","HELEN OF TROY LTD","Consumer Discretionary","Equity","14,308,413.60","0.02","14,308,413.60","579,288.00","24.70","United States","NASDAQ","USD","1.00","USD","-"
"RUM","RUMBLE INC CLASS A","Communication","Equity","14,290,069.56","0.02","14,290,069.56","1,949,532.00","7.33","United States","NASDAQ","USD","1.00","USD","-"
"ASIX","ADVANSIX INC","Materials","Equity","14,268,818.06","0.02","14,268,818.06","653,933.00","21.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EE","EXCELERATE ENERGY INC CLASS A","Energy","Equity","14,234,509.80","0.02","14,234,509.80","596,085.00","23.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JELD","JELD WEN HOLDING INC","Industrials","Equity","14,174,608.50","0.02","14,174,608.50","2,137,950.00","6.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARHS","ARHAUS INC CLASS A","Consumer Discretionary","Equity","14,171,403.24","0.02","14,171,403.24","1,260,801.00","11.24","United States","NASDAQ","USD","1.00","USD","-"
"KREF","KKR REAL ESTATE FINANCE INC TRUST","Financials","Equity","14,127,593.63","0.02","14,127,593.63","1,454,953.00","9.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OSPN","ONESPAN INC","Information Technology","Equity","14,075,355.31","0.02","14,075,355.31","913,391.00","15.41","United States","NASDAQ","USD","1.00","USD","-"
"KOP","KOPPERS HOLDINGS INC","Materials","Equity","14,051,989.20","0.02","14,051,989.20","486,228.00","28.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KALV","KALVISTA PHARMACEUTICALS INC","Health Care","Equity","13,995,598.10","0.02","13,995,598.10","945,010.00","14.81","United States","NASDAQ","USD","1.00","USD","-"
"DJCO","DAILY JOURNAL CORP","Information Technology","Equity","13,974,798.39","0.02","13,974,798.39","31,143.00","448.73","United States","NASDAQ","USD","1.00","USD","-"
"MVST","MICROVAST HOLDINGS INC","Industrials","Equity","13,966,947.11","0.02","13,966,947.11","4,935,317.00","2.83","United States","NASDAQ","USD","1.00","USD","-"
"WASH","WASHINGTON TRUST BANCORP INC","Financials","Equity","13,957,966.68","0.02","13,957,966.68","468,074.00","29.82","United States","NASDAQ","USD","1.00","USD","-"
"NESR","NATIONAL ENERGY SERVICES REUNITED","Energy","Equity","13,894,809.28","0.02","13,894,809.28","1,343,792.00","10.34","United States","NASDAQ","USD","1.00","USD","-"
"ESPR","ESPERION THERAPEUTICS INC","Health Care","Equity","13,885,263.63","0.02","13,885,263.63","4,976,797.00","2.79","United States","NASDAQ","USD","1.00","USD","-"
"RDVT","RED VIOLET INC","Information Technology","Equity","13,874,725.80","0.02","13,874,725.80","286,905.00","48.36","United States","NASDAQ","USD","1.00","USD","-"
"CCSI","CONSENSUS CLOUD SOLUTIONS INC","Information Technology","Equity","13,860,685.50","0.02","13,860,685.50","489,950.00","28.29","United States","NASDAQ","USD","1.00","USD","-"
"KFRC","KFORCE INC","Industrials","Equity","13,858,736.64","0.02","13,858,736.64","441,924.00","31.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPRY","ARS PHARMACEUTICALS INC","Health Care","Equity","13,842,336.55","0.02","13,842,336.55","1,363,777.00","10.15","United States","NASDAQ","USD","1.00","USD","-"
"AVNS","AVANOS MEDICAL INC","Health Care","Equity","13,829,195.19","0.02","13,829,195.19","1,114,359.00","12.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CEVA","CEVA INC","Information Technology","Equity","13,824,149.96","0.02","13,824,149.96","579,386.00","23.86","United States","NASDAQ","USD","1.00","USD","-"
"FOR","FORESTAR GROUP INC","Real Estate","Equity","13,816,326.11","0.02","13,816,326.11","485,977.00","28.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BHB","BAR HARBOR BANKSHARES","Financials","Equity","13,803,144.60","0.02","13,803,144.60","420,315.00","32.84","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"CMCL","CALEDONIA MINING PLC","Materials","Equity","13,786,069.60","0.02","13,786,069.60","420,307.00","32.80","Canada","Nyse Mkt Llc","USD","1.00","USD","-"
"RUSHB","RUSH ENTERPRISES INC CLASS B","Industrials","Equity","13,779,250.32","0.02","13,779,250.32","233,112.00","59.11","United States","NASDAQ","USD","1.00","USD","-"
"IVR","INVESCO MORTGAGE CAPITAL REIT INC","Financials","Equity","13,780,840.57","0.02","13,780,840.57","1,806,139.00","7.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZGN","ERMENEGILDO ZEGNA NV","Consumer Discretionary","Equity","13,750,897.20","0.02","13,750,897.20","1,552,020.00","8.86","Italy","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UHT","UNIVERSAL HEALTH REALTY INCOME TRU","Real Estate","Equity","13,731,984.00","0.02","13,731,984.00","326,952.00","42.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMRE","COSTAMARE INC","Industrials","Equity","13,723,230.96","0.02","13,723,230.96","1,121,179.00","12.24","Monaco","New York Stock Exchange Inc.","USD","1.00","USD","Jan 01, 1970"
"REAX","REAL BROKERAGE INC","Real Estate","Equity","13,678,769.93","0.02","13,678,769.93","2,676,863.00","5.11","Canada","NASDAQ","USD","1.00","USD","-"
"SBGI","SINCLAIR INC CLASS A","Communication","Equity","13,684,019.78","0.02","13,684,019.78","981,637.00","13.94","United States","NASDAQ","USD","1.00","USD","-"
"GIC","GLOBAL INDUSTRIAL","Industrials","Equity","13,671,887.60","0.02","13,671,887.60","356,410.00","38.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
